year,component_id,component_label,country,value,five_country_value,contemporaneous_share,is_complete_year,weight_year,weight
2015,D7EO,Photographic and optical equipment,China,141189696.0,255753637.0,0.5520535217256755,True,2016.0,0.5520535217256755
2015,D7EO,Photographic and optical equipment,Hong Kong,49385471.0,255753637.0,0.19309782484148993,True,2016.0,0.19309782484148993
2015,D7EO,Photographic and optical equipment,Japan,29731430.0,255753637.0,0.1162502725230062,True,2016.0,0.1162502725230062
2015,D7EO,Photographic and optical equipment,South Korea,15032884.0,255753637.0,0.058778769194981186,True,2016.0,0.058778769194981186
2015,D7EO,Photographic and optical equipment,Taiwan,20414156.0,255753637.0,0.07981961171484729,True,2016.0,0.07981961171484729
2015,L7GG,Mobile telephone equipment,China,2447638126.0,3694280725.0,0.6625479513336118,True,2016.0,0.6625479513336118
2015,L7GG,Mobile telephone equipment,Hong Kong,873336435.0,3694280725.0,0.23640229316899028,True,2016.0,0.23640229316899028
2015,L7GG,Mobile telephone equipment,Japan,15996350.0,3694280725.0,0.004330030983230166,True,2016.0,0.004330030983230166
2015,L7GG,Mobile telephone equipment,South Korea,173026957.0,3694280725.0,0.04683643985934501,True,2016.0,0.04683643985934501
2015,L7GG,Mobile telephone equipment,Taiwan,184282857.0,3694280725.0,0.04988328465482276,True,2016.0,0.04988328465482276
2015,L7GM,Sound equipment,China,331644652.0,516931602.0,0.6415638949463957,True,2016.0,0.6415638949463957
2015,L7GM,Sound equipment,Hong Kong,129243565.0,516931602.0,0.250020630388931,True,2016.0,0.250020630388931
2015,L7GM,Sound equipment,Japan,20071128.0,516931602.0,0.03882743465933429,True,2016.0,0.03882743465933429
2015,L7GM,Sound equipment,South Korea,21191405.0,516931602.0,0.040994601448258915,True,2016.0,0.040994601448258915
2015,L7GM,Sound equipment,Taiwan,14780852.0,516931602.0,0.02859343855708013,True,2016.0,0.02859343855708013
2015,L7GP,Sound and vision equipment,China,920314783.0,1368468087.0,0.6725146108577101,True,2016.0,0.6725146108577101
2015,L7GP,Sound and vision equipment,Hong Kong,204806449.0,1368468087.0,0.14966110715010045,True,2016.0,0.14966110715010045
2015,L7GP,Sound and vision equipment,Japan,122547650.0,1368468087.0,0.08955097394244167,True,2016.0,0.08955097394244167
2015,L7GP,Sound and vision equipment,South Korea,51307862.0,1368468087.0,0.03749291816696928,True,2016.0,0.03749291816696928
2015,L7GP,Sound and vision equipment,Taiwan,69491343.0,1368468087.0,0.050780389882778464,True,2016.0,0.050780389882778464
2015,L7GQ,Portable sound and vision devices,China,331644652.0,516931602.0,0.6415638949463957,True,2016.0,0.6415638949463957
2015,L7GQ,Portable sound and vision devices,Hong Kong,129243565.0,516931602.0,0.250020630388931,True,2016.0,0.250020630388931
2015,L7GQ,Portable sound and vision devices,Japan,20071128.0,516931602.0,0.03882743465933429,True,2016.0,0.03882743465933429
2015,L7GQ,Portable sound and vision devices,South Korea,21191405.0,516931602.0,0.040994601448258915,True,2016.0,0.040994601448258915
2015,L7GQ,Portable sound and vision devices,Taiwan,14780852.0,516931602.0,0.02859343855708013,True,2016.0,0.02859343855708013
2015,L7GR,Other sound and picture equipment,China,879104473.0,1308844836.0,0.6716643935324355,True,2016.0,0.6716643935324355
2015,L7GR,Other sound and picture equipment,Hong Kong,188773933.0,1308844836.0,0.14422942109541242,True,2016.0,0.14422942109541242
2015,L7GR,Other sound and picture equipment,Japan,122090137.0,1308844836.0,0.09328083332866509,True,2016.0,0.09328083332866509
2015,L7GR,Other sound and picture equipment,South Korea,49836503.0,1308844836.0,0.03807670827682434,True,2016.0,0.03807670827682434
2015,L7GR,Other sound and picture equipment,Taiwan,69039790.0,1308844836.0,0.05274864376666265,True,2016.0,0.05274864376666265
2015,L7GT,Personal computers,China,2819447924.0,3557602524.0,0.7925134707937935,True,2016.0,0.7925134707937935
2015,L7GT,Personal computers,Hong Kong,435548121.0,3557602524.0,0.12242742635292779,True,2016.0,0.12242742635292779
2015,L7GT,Personal computers,Japan,36988097.0,3557602524.0,0.010396916673651427,True,2016.0,0.010396916673651427
2015,L7GT,Personal computers,South Korea,25240147.0,3557602524.0,0.007094706850955675,True,2016.0,0.007094706850955675
2015,L7GT,Personal computers,Taiwan,240378235.0,3557602524.0,0.06756747932867163,True,2016.0,0.06756747932867163
2015,L7GU,Information-processing accessories,China,3061123001.0,4222624659.0,0.7249337197128323,True,2016.0,0.7249337197128323
2015,L7GU,Information-processing accessories,Hong Kong,587514407.0,4222624659.0,0.13913488752730746,True,2016.0,0.13913488752730746
2015,L7GU,Information-processing accessories,Japan,47898277.0,4222624659.0,0.011343247593155307,True,2016.0,0.011343247593155307
2015,L7GU,Information-processing accessories,South Korea,148347227.0,4222624659.0,0.035131521027760855,True,2016.0,0.035131521027760855
2015,L7GU,Information-processing accessories,Taiwan,377741747.0,4222624659.0,0.0894566241389441,True,2016.0,0.0894566241389441
2015,L7GY,Other recording media,China,75988196.0,275647514.0,0.27567161733952733,True,2016.0,0.27567161733952733
2015,L7GY,Other recording media,Hong Kong,63593055.0,275647514.0,0.23070425732190714,True,2016.0,0.23070425732190714
2015,L7GY,Other recording media,Japan,13153999.0,275647514.0,0.04772036144682952,True,2016.0,0.04772036144682952
2015,L7GY,Other recording media,South Korea,24897985.0,275647514.0,0.09032544730296388,True,2016.0,0.09032544730296388
2015,L7GY,Other recording media,Taiwan,98014279.0,275647514.0,0.35557831658877215,True,2016.0,0.35557831658877215
2015,L7H9,Games and hobbies,China,533516956.0,715050506.0,0.7461248562489654,True,2016.0,0.7461248562489654
2015,L7H9,Games and hobbies,Hong Kong,161685407.0,715050506.0,0.22611746393198134,True,2016.0,0.22611746393198134
2015,L7H9,Games and hobbies,Japan,8593749.0,715050506.0,0.012018380419130842,True,2016.0,0.012018380419130842
2015,L7H9,Games and hobbies,South Korea,2455796.0,715050506.0,0.0034344371193270645,True,2016.0,0.0034344371193270645
2015,L7H9,Games and hobbies,Taiwan,8798598.0,715050506.0,0.012304862280595323,True,2016.0,0.012304862280595323
2016,D7EO,Photographic and optical equipment,China,160271843.0,280369847.0,0.5716443644526439,True,2017.0,0.5716443644526439
2016,D7EO,Photographic and optical equipment,Hong Kong,57665439.0,280369847.0,0.20567632224730642,True,2017.0,0.20567632224730642
2016,D7EO,Photographic and optical equipment,Japan,28175695.0,280369847.0,0.10049474043476579,True,2017.0,0.10049474043476579
2016,D7EO,Photographic and optical equipment,South Korea,18906972.0,280369847.0,0.06743582522267454,True,2017.0,0.06743582522267454
2016,D7EO,Photographic and optical equipment,Taiwan,15349898.0,280369847.0,0.05474874764260937,True,2017.0,0.05474874764260937
2016,L7GG,Mobile telephone equipment,China,3576302443.0,4525966434.0,0.7901743186016744,True,2017.0,0.7901743186016744
2016,L7GG,Mobile telephone equipment,Hong Kong,600408925.0,4525966434.0,0.13265872245308835,True,2017.0,0.13265872245308835
2016,L7GG,Mobile telephone equipment,Japan,17836149.0,4525966434.0,0.003940848713771084,True,2017.0,0.003940848713771084
2016,L7GG,Mobile telephone equipment,South Korea,100006967.0,4525966434.0,0.022096267937103307,True,2017.0,0.022096267937103307
2016,L7GG,Mobile telephone equipment,Taiwan,231411950.0,4525966434.0,0.05112984229436289,True,2017.0,0.05112984229436289
2016,L7GM,Sound equipment,China,362276160.0,567382710.0,0.6385040531108183,True,2017.0,0.6385040531108183
2016,L7GM,Sound equipment,Hong Kong,147614829.0,567382710.0,0.26016800723448197,True,2017.0,0.26016800723448197
2016,L7GM,Sound equipment,Japan,19557972.0,567382710.0,0.03447051109470713,True,2017.0,0.03447051109470713
2016,L7GM,Sound equipment,South Korea,15493357.0,567382710.0,0.027306713311725697,True,2017.0,0.027306713311725697
2016,L7GM,Sound equipment,Taiwan,22440392.0,567382710.0,0.03955071524826691,True,2017.0,0.03955071524826691
2016,L7GP,Sound and vision equipment,China,1047451885.0,1535148707.0,0.6823129773837604,True,2017.0,0.6823129773837604
2016,L7GP,Sound and vision equipment,Hong Kong,204343309.0,1535148707.0,0.13310978152685243,True,2017.0,0.13310978152685243
2016,L7GP,Sound and vision equipment,Japan,113824634.0,1535148707.0,0.07414567297681345,True,2017.0,0.07414567297681345
2016,L7GP,Sound and vision equipment,South Korea,46779164.0,1535148707.0,0.030472073348135908,True,2017.0,0.030472073348135908
2016,L7GP,Sound and vision equipment,Taiwan,122749715.0,1535148707.0,0.07995949476443782,True,2017.0,0.07995949476443782
